City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Bandipur,NP,27.9333,84.4167,63.43,25,1,4.68,clear sky
346,Korla,CN,41.7597,86.1469,45.1,14,0,5.28,clear sky
347,Kargasok,RU,59.0556,80.8572,39.47,79,98,10.49,overcast clouds
348,Te Anau,NZ,-45.4167,167.7167,54.61,53,47,8.05,scattered clouds
349,La Palma,US,33.8464,-118.0467,77.92,55,0,14.97,clear sky
350,Yelizovo,RU,53.1873,158.3805,39.34,52,40,6.71,scattered clouds
351,Sergeyevka,KZ,53.88,67.4158,54.55,55,100,10.36,overcast clouds
352,Constitucion,CL,-35.3333,-72.4167,51.35,91,1,8.32,clear sky
353,Pangnirtung,CA,66.1451,-65.7125,-2.51,90,30,6.08,scattered clouds
354,Itaituba,BR,-4.2761,-55.9836,74.53,98,100,0.67,overcast clouds
355,Archena,ES,38.1163,-1.3004,62.82,75,5,5.28,clear sky
356,Emba,KZ,48.8264,58.1442,45.36,64,78,6.15,broken clouds
357,Bay City,US,43.5945,-83.8889,44.92,48,0,17.27,clear sky
358,Kollegal,IN,12.15,77.1167,75.31,80,53,4.56,broken clouds
359,Asau,RO,46.4333,26.4,53.96,73,81,3.29,broken clouds
360,Evensk,RU,61.95,159.2333,27.84,77,99,2.59,overcast clouds
361,Tupelo,US,34.2576,-88.7034,75.49,38,20,11.5,few clouds
362,Sept-Iles,CA,50.2001,-66.3821,36.12,95,100,4.61,mist
363,Port Hedland,AU,-20.3167,118.5667,89.65,35,11,9.22,few clouds
364,Hervey Bay,AU,-25.2986,152.8535,73.56,61,25,15.17,scattered clouds
365,Katsuura,JP,35.1333,140.3,51.82,82,100,24.87,overcast clouds
366,Am Timan,TD,11.0297,20.2827,88.3,37,85,7.58,overcast clouds
367,Shakawe,BW,-18.3667,21.85,66.79,79,41,3.87,scattered clouds
368,Half Moon Bay,US,37.4636,-122.4286,70.79,60,0,17.27,clear sky
369,Lebanon,US,36.2081,-86.2911,66.79,61,0,0.0,clear sky
370,Huaihua,CN,27.5494,109.9592,49.28,96,100,5.03,overcast clouds
371,Pevek,RU,69.7008,170.3133,17.91,86,37,2.55,scattered clouds
372,Umm Lajj,SA,25.0213,37.2685,74.43,65,0,6.4,clear sky
373,Berlevag,NO,70.8578,29.0864,37.2,98,100,23.47,overcast clouds
374,Aleksandrov Gay,RU,50.147,48.5704,43.5,80,28,6.24,scattered clouds
375,Guerrero Negro,MX,27.9769,-114.0611,64.35,60,91,17.58,overcast clouds
376,Gigmoto,PH,13.7796,124.39,81.93,71,33,4.16,scattered clouds
377,Mananara,MG,-16.1667,49.7667,75.11,92,81,5.91,moderate rain
378,Bagdarin,RU,54.4333,113.6,30.9,65,98,2.84,overcast clouds
379,Dir,PK,35.2058,71.8756,57.29,36,0,9.6,clear sky
380,Port Lincoln,AU,-34.7333,135.8667,70.07,68,2,8.23,clear sky
381,Umirim,BR,-3.6772,-39.3503,74.05,94,66,2.06,broken clouds
382,Alexandria,EG,31.2156,29.9553,60.15,64,97,7.87,overcast clouds
383,Baiyin,CN,36.5583,104.2081,39.29,66,98,2.44,overcast clouds
384,Songea,TZ,-10.6833,35.65,62.33,97,67,1.36,broken clouds
385,Salinas,US,36.6777,-121.6555,71.01,59,0,11.5,clear sky
386,Oltu,TR,40.5498,42.0013,34.72,87,30,2.17,scattered clouds
387,Lazaro Cardenas,MX,17.9583,-102.2,80.6,58,94,9.31,overcast clouds
388,Verkhoyansk,RU,67.5447,133.385,9.0,89,93,2.62,overcast clouds
389,Takikawa,JP,43.5528,141.9064,44.82,55,4,3.87,clear sky
390,Borogontsy,RU,62.6683,131.1683,23.99,83,73,2.84,broken clouds
391,Nichinan,JP,31.6,131.3667,60.04,64,93,11.92,overcast clouds
392,Cibitoke,BI,-2.8833,29.25,62.2,97,100,1.81,moderate rain
393,Fairbanks,US,64.8378,-147.7164,37.31,34,0,19.57,clear sky
394,Mahebourg,MU,-20.4081,57.7,76.24,82,60,20.74,light rain
395,Aklavik,CA,68.2191,-135.0107,7.74,74,98,5.48,overcast clouds
396,Gamba,GA,-2.65,10.0,76.41,88,100,1.88,overcast clouds
397,Dicabisagan,PH,17.0818,122.4157,78.03,82,94,5.55,overcast clouds
398,San Patricio,US,28.017,-97.5169,81.32,70,74,15.52,broken clouds
399,Riyadh,SA,24.6877,46.7219,78.94,26,99,6.22,overcast clouds
400,Ageo,JP,35.9697,139.5886,52.86,74,100,5.88,overcast clouds
401,Turukhansk,RU,65.8167,87.9833,32.14,100,100,5.08,snow
402,Karacabey,TR,40.2152,28.4038,46.78,79,3,1.45,clear sky
403,Lahij,YE,13.1667,44.5833,73.09,59,48,1.5,scattered clouds
404,Aloha,US,45.4943,-122.8671,55.72,44,40,4.61,scattered clouds
405,Cururupu,BR,-1.8283,-44.8683,74.77,97,99,2.08,overcast clouds
406,Talaya,RU,61.3833,152.75,8.87,83,99,3.62,overcast clouds
407,Cherskiy,RU,68.75,161.3,19.0,93,98,5.26,overcast clouds
408,Bereda,ES,43.2686,-7.5406,53.42,100,10,0.76,clear sky
409,Shaunavon,CA,49.6501,-108.4181,22.53,65,100,9.08,overcast clouds
410,Kuching,MY,1.55,110.3333,75.42,100,20,1.14,few clouds
411,Hambantota,LK,6.1241,81.1185,80.28,80,18,6.89,few clouds
412,San Quintin,MX,30.4833,-115.95,63.05,68,96,13.96,overcast clouds
413,Kieta,PG,-6.2167,155.6333,83.07,76,95,3.78,light rain
414,Dutse,NG,11.7594,9.3392,83.68,48,100,11.39,overcast clouds
415,Henties Bay,NA,-22.116,14.2845,58.98,86,0,7.18,clear sky
416,Sioux Lookout,CA,50.1001,-91.917,21.85,90,100,10.69,light snow
417,Kant,IN,27.8,79.8,78.89,17,2,3.47,clear sky
418,Chester,US,40.1254,-75.8749,61.05,35,0,9.22,clear sky
419,Oistins,BB,13.0667,-59.5333,78.89,78,20,19.57,few clouds
420,Poronaysk,RU,49.2167,143.1167,35.83,56,1,6.78,clear sky
421,Kashi,CN,39.4547,75.9797,57.36,31,0,6.44,clear sky
422,Broome,US,42.2506,-75.833,60.37,41,100,9.22,overcast clouds
423,Zonguldak,TR,41.25,31.8333,43.57,86,2,4.41,clear sky
424,Montepuez,MZ,-13.1256,38.9997,69.26,98,46,4.99,scattered clouds
425,Zhaotong,CN,27.3167,103.7167,41.9,90,100,6.35,overcast clouds
426,Leningradskiy,RU,69.3833,178.4167,13.14,88,100,9.98,overcast clouds
427,Manadhoo,MV,5.7667,73.3833,84.27,69,53,8.61,broken clouds
428,Praia Da Vitoria,PT,38.7333,-27.0667,59.76,82,99,7.14,overcast clouds
429,Joacaba,BR,-27.1781,-51.5047,51.37,94,0,0.07,clear sky
430,Breves,BR,-1.6822,-50.4803,74.55,96,100,3.0,overcast clouds
431,Ilulissat,GL,69.2167,-51.1,-7.28,92,24,6.33,few clouds
432,Siyabuswa,ZA,-25.1132,29.0445,66.9,45,1,2.28,clear sky
433,Pascagoula,US,30.3658,-88.5561,74.41,81,100,10.36,overcast clouds
434,Storforshei,NO,66.4043,14.5233,31.78,64,100,2.3,overcast clouds
435,Mansa,IN,29.9833,75.3833,75.0,29,0,4.54,clear sky
436,El Tarra,CO,8.5756,-73.0949,77.2,92,100,2.53,overcast clouds
437,Mackay,AU,-21.15,149.2,82.69,68,4,16.4,clear sky
438,Kasongo-Lunda,CD,-6.4667,16.8167,68.04,99,76,0.74,broken clouds
439,Itaueira,BR,-7.6033,-43.0256,80.76,66,97,2.42,overcast clouds
440,Chernogorsk,RU,53.8236,91.2842,35.17,48,83,2.24,broken clouds
441,Winslow,US,35.0242,-110.6974,73.58,7,0,18.41,clear sky
442,Zhangjiakou,CN,40.81,114.8794,45.28,15,2,3.4,light rain
443,Westport,US,41.1415,-73.3579,59.27,48,0,16.11,clear sky
444,Krasnoyarskiy,RU,51.965,59.8967,43.81,81,9,15.75,clear sky
445,Dekernes,EG,31.0876,31.595,55.94,75,73,4.61,broken clouds
446,Bantou,CN,26.2151,117.4893,60.85,90,100,3.8,overcast clouds
447,Tarut,SA,26.5733,50.0369,80.8,44,100,8.3,overcast clouds
448,Olafsvik,IS,64.8945,-23.7142,45.68,84,100,31.14,overcast clouds
449,Seoul,KR,37.5683,126.9778,53.04,43,31,2.42,scattered clouds
450,Tigzirt,DZ,36.8886,4.1198,57.47,91,100,2.21,overcast clouds
451,Srednekolymsk,RU,67.45,153.6833,15.96,82,95,3.89,overcast clouds
452,Centralia,US,46.7162,-122.9543,52.45,71,20,4.61,few clouds
453,Buchanan,LR,5.8808,-10.0467,79.72,88,96,5.5,overcast clouds
454,Narsaq,GL,60.9167,-46.05,30.42,75,68,2.8,broken clouds
455,Oranjestad,AW,12.524,-70.027,78.69,86,43,27.22,scattered clouds
456,Menongue,AO,-14.6585,17.691,62.53,93,99,2.68,overcast clouds
457,Cockburn Town,TC,21.4612,-71.1419,77.5,81,2,22.68,clear sky
458,Sinnamary,GF,5.3833,-52.95,77.85,87,99,10.07,overcast clouds
459,Ostersund,SE,63.1792,14.6357,36.05,64,100,10.36,overcast clouds
460,Nagato,JP,34.3833,131.2,55.2,61,62,20.02,broken clouds
461,Fort Nelson,CA,58.8053,-122.7002,40.59,22,20,5.75,few clouds
462,Jawhar,SO,2.7809,45.5005,77.88,79,78,5.08,broken clouds
463,Kentau,KZ,43.5206,68.5094,64.58,32,63,7.58,broken clouds
464,Kimamba,TZ,-6.7833,37.1333,70.18,97,99,3.0,overcast clouds
465,Tazovskiy,RU,67.4667,78.7,18.01,93,100,6.8,overcast clouds
466,Arlit,NE,18.7369,7.3853,82.31,10,1,11.52,clear sky
467,Visby,SE,57.6409,18.296,35.82,80,6,9.22,clear sky
468,Aksarka,RU,66.5606,67.7975,9.07,94,98,5.53,overcast clouds
469,Ola,RU,59.5833,151.2833,28.15,69,100,6.26,overcast clouds
470,Doha,QA,25.2867,51.5333,89.58,22,0,5.75,clear sky
471,Dudinka,RU,69.4058,86.1778,15.55,95,47,11.9,scattered clouds
472,Durant,US,33.994,-96.3708,78.96,63,0,13.8,clear sky
473,Kualakapuas,ID,-3.0091,114.3876,75.38,97,100,2.93,light rain
474,Bilma,NE,18.6853,12.9164,86.52,5,72,10.54,broken clouds
475,Saint-Joseph,RE,-21.3667,55.6167,70.18,82,29,13.44,light rain
476,Teseney,ER,15.11,36.6575,87.85,36,82,4.54,broken clouds
477,Fukue,JP,32.6881,128.8419,55.76,67,75,19.57,broken clouds
478,Iqaluit,CA,63.7506,-68.5145,2.93,78,20,12.66,few clouds
479,Sulangan,PH,11.1373,123.7228,82.2,71,62,5.06,broken clouds
480,Te Karaka,NZ,-38.4654,177.8679,66.65,56,23,7.61,few clouds
481,Bilibino,RU,68.0546,166.4372,27.66,77,96,1.45,overcast clouds
482,Luanda,AO,-8.8368,13.2343,76.95,88,100,6.4,overcast clouds
483,Tiksi,RU,71.6872,128.8694,-1.55,99,100,3.33,overcast clouds
484,Paamiut,GL,61.994,-49.6678,23.68,79,52,13.8,broken clouds
485,Santa Marta,CO,11.2408,-74.199,84.88,67,75,14.0,broken clouds
486,Tianpeng,CN,30.9866,103.9393,48.67,91,100,2.75,overcast clouds
487,Hoa Binh,VN,20.8133,105.3383,78.22,90,90,4.68,overcast clouds
488,Ewa Beach,US,21.3156,-158.0072,84.15,57,75,20.71,broken clouds
489,Vestmannaeyjar,IS,63.4427,-20.2734,47.46,86,76,34.27,broken clouds
490,Bosaso,SO,11.2842,49.1816,82.8,69,9,8.66,clear sky
491,Rakaia,NZ,-43.75,172.0167,72.23,42,100,17.78,overcast clouds
492,Halmstad,SE,56.6745,12.8568,36.3,78,19,4.61,few clouds
493,Plettenberg Bay,ZA,-34.0527,23.3716,58.33,70,99,6.44,overcast clouds
494,Coihaique,CL,-45.5752,-72.0662,52.41,76,40,3.44,scattered clouds
495,Charters Towers,AU,-20.1,146.2667,78.31,39,0,13.13,clear sky
496,Dukat,RU,62.55,155.55,14.22,88,98,5.48,overcast clouds
497,Temirgoyevskaya,RU,45.1141,40.2803,41.09,92,7,1.86,clear sky
498,Baoying,CN,33.2292,119.3092,51.69,55,99,5.97,overcast clouds
499,Kawalu,ID,-7.3817,108.2082,74.07,91,94,0.96,overcast clouds
500,Dubbo,AU,-32.25,148.6167,69.93,60,84,11.5,broken clouds
501,Olinda,BR,-8.0089,-34.8553,83.93,74,20,6.91,few clouds
502,Bayan,CN,46.0833,127.4,50.83,36,4,16.44,clear sky
503,Surgana,IN,20.5667,73.6167,70.84,61,0,2.51,clear sky
504,Angoche,MZ,-16.2325,39.9086,79.09,82,2,3.67,clear sky
505,Meulaboh,ID,4.1363,96.1285,77.05,88,80,3.87,broken clouds
506,Kisangani,CD,0.5167,25.2,69.66,99,94,1.05,overcast clouds
507,Shillong,IN,25.5689,91.8831,61.61,82,71,8.88,broken clouds
508,Namie,JP,37.4833,141.0,45.99,86,100,12.62,light rain
509,Sakakah,SA,29.9697,40.2064,67.57,21,41,7.4,scattered clouds
510,Lavrentiya,RU,65.5833,-171.0,29.25,96,100,15.05,snow
511,Faya,SA,18.3851,42.4509,68.11,42,86,5.19,overcast clouds
512,Mtwara,TZ,-10.2667,40.1833,76.23,93,74,8.19,broken clouds
513,Alyangula,AU,-13.8483,136.4192,80.83,79,100,13.98,overcast clouds
514,Road Town,VG,18.4167,-64.6167,78.84,78,40,10.36,scattered clouds
515,Isangel,VU,-19.55,169.2667,87.91,74,40,4.61,scattered clouds
516,Sola,VU,-13.8833,167.55,84.87,79,75,0.0,broken clouds
517,Khani,GE,41.9563,42.9566,33.37,83,19,4.81,few clouds
518,Douglas,US,41.3,-96.167,48.02,36,0,12.66,clear sky
519,Mount Gambier,AU,-37.8333,140.7667,60.71,100,100,5.75,overcast clouds
520,Panguipulli,CL,-39.6333,-72.3333,50.88,90,44,2.06,scattered clouds
521,Tumkur,IN,13.3422,77.1017,75.06,59,78,3.29,broken clouds
522,Skelleftea,SE,64.7507,20.9528,30.56,58,100,5.75,overcast clouds
523,Ahuimanu,US,21.4447,-157.8378,83.91,68,40,20.71,scattered clouds
524,Labytnangi,RU,66.6572,66.4183,14.02,88,98,7.27,overcast clouds
525,Vilhena,BR,-12.7406,-60.1458,70.77,90,89,2.46,overcast clouds
526,Cayenne,GF,4.9333,-52.3333,80.1,1,20,5.01,few clouds
527,Norilsk,RU,69.3535,88.2027,23.11,92,90,9.4,overcast clouds
528,San Andres,CO,12.5847,-81.7006,82.42,74,20,9.22,few clouds
529,Panama City,PA,8.9936,-79.5197,84.15,69,40,11.5,scattered clouds
530,Lufkin,US,31.3382,-94.7291,78.71,77,100,6.91,overcast clouds
531,Moron,AR,-34.6534,-58.6198,64.15,87,0,5.84,clear sky
532,Svetlogorsk,BY,52.6333,29.7333,44.85,90,100,13.42,overcast clouds
533,Robertsport,LR,6.7533,-11.3686,79.66,89,100,7.27,overcast clouds
534,Lydenburg,ZA,-25.0978,30.4597,57.18,94,1,5.26,clear sky
535,Jucurutu,BR,-6.0339,-37.0203,78.82,84,50,5.28,moderate rain
536,Gizo,SB,-8.103,156.8419,83.53,73,100,6.29,light rain
537,Rawson,AR,-43.3002,-65.1023,68.45,41,5,16.26,clear sky
538,Yenagoa,NG,4.9247,6.2642,78.21,88,79,3.38,broken clouds
539,Togur,RU,58.3631,82.8265,36.59,90,100,6.69,overcast clouds
540,Iquitos,PE,-3.7481,-73.2472,78.84,89,20,3.44,few clouds
541,Murgab,TM,37.4966,61.9714,66.67,29,100,18.48,overcast clouds
542,Olga,RU,43.7444,135.2892,47.61,52,1,5.26,clear sky
543,Mangrol,IN,21.1167,70.1167,79.34,72,0,9.78,clear sky
544,Lamar,US,33.6668,-95.5836,76.35,78,75,9.22,broken clouds
545,Marystown,CA,47.1666,-55.1483,36.86,100,26,10.65,scattered clouds
546,Urusha,RU,54.05,122.9,29.3,44,74,13.58,broken clouds
547,Coquimbo,CL,-29.9533,-71.3436,57.49,79,5,3.62,clear sky
548,San Cristobal,VE,7.7669,-72.225,75.38,82,100,3.06,overcast clouds
549,Ocumare Del Tuy,VE,10.1165,-66.7761,76.66,83,90,3.74,overcast clouds
550,Omboue,GA,-1.5746,9.2618,77.22,90,100,1.95,overcast clouds
551,Rzhaksa,RU,52.1338,42.0264,43.99,72,98,6.11,overcast clouds
552,Gustavo Diaz Ordaz,MX,26.2333,-98.5833,86.25,66,97,1.99,overcast clouds
553,Lompoc,US,34.6391,-120.4579,68.02,81,100,13.8,mist
554,Port-Cartier,CA,50.0334,-66.8654,35.82,97,100,0.38,overcast clouds
555,Samarai,PG,-10.6167,150.6667,83.3,72,99,8.37,overcast clouds
556,Belle Fourche,US,44.6714,-103.8522,35.51,47,100,12.03,overcast clouds
557,Berea,US,41.3662,-81.8543,64.24,49,75,11.5,broken clouds
558,Gaoual,GN,11.75,-13.2,80.22,51,4,5.32,clear sky
559,Zdvinsk,RU,54.7021,78.661,44.8,58,18,9.4,few clouds
560,Veraval,IN,20.9,70.3667,79.39,72,0,9.51,clear sky
561,Camacupa,AO,-12.0167,17.4833,62.69,95,100,1.81,light rain
562,Santarem,BR,-2.4431,-54.7083,77.13,100,40,2.3,scattered clouds
563,Juneau,US,58.3019,-134.4197,46.4,25,20,6.91,few clouds
564,Tarabha,IN,20.7333,83.65,84.81,42,98,4.65,overcast clouds
565,Tuatapere,NZ,-46.1333,167.6833,55.6,55,41,18.54,scattered clouds
566,Berezovyy,RU,51.6667,135.7,34.88,85,100,2.59,overcast clouds
567,Mattru,SL,7.6244,-11.8332,76.78,89,43,1.41,scattered clouds
568,Tigil,RU,57.8,158.6667,28.65,86,100,12.88,light snow
569,Wamba,NG,8.9333,8.6,76.93,72,100,3.85,overcast clouds
570,San Buenaventura,MX,27.0833,-101.5333,92.48,30,75,9.22,broken clouds
571,Otorohanga,NZ,-38.1833,175.2,72.34,58,47,2.48,scattered clouds
572,Havre,FR,49.5833,0.3333,51.57,82,17,4.61,few clouds
573,Xiaolingwei,CN,32.0333,118.85,55.38,61,100,6.67,overcast clouds
574,Ada,US,43.4166,-116.1262,49.35,34,0,7.0,clear sky
575,Balkhash,KZ,46.844,74.9804,47.01,37,0,14.2,clear sky
576,Tirat Karmel,IL,32.7617,34.9719,60.58,88,55,9.37,broken clouds
577,Pitimbu,BR,-7.4706,-34.8086,81.19,82,31,9.84,scattered clouds
578,Oudtshoorn,ZA,-33.5907,22.2014,46.76,75,51,2.04,broken clouds
579,Warrnambool,AU,-38.3833,142.4833,67.8,75,26,3.49,scattered clouds
580,Bougouni,ML,11.417,-7.479,83.95,51,52,3.83,broken clouds
581,Asfi,MA,32.2994,-9.2372,64.56,67,6,18.43,clear sky
582,Cap Malheureux,MU,-19.9842,57.6142,76.46,85,39,10.0,light rain
583,Derzhavinsk,KZ,51.1,66.3167,52.52,68,100,9.33,overcast clouds
584,Sao Jose Do Belmonte,BR,-7.8614,-38.7597,77.43,66,82,3.44,broken clouds
585,Nizhnevartovsk,RU,60.9344,76.5531,44.62,53,100,8.99,overcast clouds
586,Belyy Yar,RU,53.6039,91.3903,35.49,51,78,0.0,broken clouds
587,Chicama,PE,-7.8447,-79.1469,61.34,76,43,8.05,scattered clouds
588,Boleslawiec,PL,51.2642,15.5697,42.01,90,100,11.03,overcast clouds
589,Porto Novo,BJ,6.4965,2.6036,84.02,82,71,6.62,broken clouds
590,Mecca,SA,21.4267,39.8261,81.12,33,1,3.78,clear sky
591,Maracaibo,VE,10.6317,-71.6406,81.79,74,15,15.1,few clouds
592,Salinopolis,BR,-0.6136,-47.3561,78.58,86,100,8.08,light rain
593,Sabzevar,IR,36.2126,57.6819,61.88,42,0,11.5,clear sky
594,Evanston,US,42.0411,-87.6901,48.11,65,100,9.22,overcast clouds
595,Kerema,PG,-7.9631,145.7785,82.33,76,100,10.16,overcast clouds
596,Porto Velho,BR,-8.7619,-63.9039,77.05,94,20,0.0,few clouds
597,Kaeo,NZ,-35.1,173.7833,70.32,79,93,7.47,overcast clouds
598,Kichera,RU,55.9375,110.0997,34.72,88,97,2.64,overcast clouds
599,Jinchang,CN,38.4953,102.1739,44.58,63,94,5.7,overcast clouds
600,Kasese,UG,0.1833,30.0833,66.97,91,95,2.08,light rain
601,Zhob,PK,31.3411,69.4481,64.22,24,1,2.68,clear sky
602,Desna,UA,50.9273,30.7605,53.85,89,100,9.06,overcast clouds
603,Hirado,JP,33.3597,129.5531,54.39,62,75,25.64,broken clouds
604,Neiafu,TO,-18.65,-173.9833,86.68,74,75,8.05,broken clouds
605,Ilo,PE,-17.6394,-71.3375,65.82,79,19,8.14,few clouds
606,Pelym,RU,61.0108,61.9978,30.9,97,100,4.54,overcast clouds
607,Susanville,US,40.4163,-120.653,47.91,56,34,8.99,scattered clouds
608,Carutapera,BR,-1.195,-46.02,76.14,93,100,5.12,overcast clouds
609,Calvinia,ZA,-31.4707,19.776,49.01,62,23,18.05,few clouds
610,Sorland,NO,67.667,12.6934,41.2,85,99,26.53,overcast clouds
611,Tungor,RU,53.3808,142.9564,31.98,73,69,12.55,broken clouds
612,Rio Gallegos,AR,-51.6226,-69.2181,46.45,71,0,17.27,clear sky
613,Agirish,RU,61.9247,63.0231,28.98,97,100,8.12,light snow
614,Qaqortoq,GL,60.7167,-46.0333,25.47,76,78,4.9,broken clouds
615,Gaya,IN,24.7833,85.0,71.51,60,20,4.61,haze
616,Velka Bites,CZ,49.2884,16.2274,46.38,81,75,12.66,broken clouds
617,Amga,RU,60.8953,131.9608,27.36,76,100,4.88,overcast clouds
618,Black River,JM,18.0264,-77.8487,79.45,71,55,6.2,broken clouds
619,Port-De-Bouc,FR,43.4,4.9833,66.87,64,0,14.97,clear sky
620,Vila,PT,42.0304,-8.1588,47.7,83,48,2.15,scattered clouds
621,Havoysund,NO,70.9963,24.6622,37.63,85,100,22.64,overcast clouds
622,Lithgow,AU,-33.4833,150.15,61.48,53,62,3.4,broken clouds
623,Ixtapa,MX,20.7,-105.2,76.23,83,100,8.05,overcast clouds
624,Mayo,US,38.8876,-76.5119,66.25,43,0,16.11,clear sky
625,Kushmurun,KZ,52.4503,64.6311,50.86,64,100,8.61,overcast clouds
626,Henderson,US,36.0397,-114.9819,82.83,16,0,14.97,clear sky
627,Shimoda,JP,34.6667,138.95,53.96,87,100,13.29,overcast clouds
628,Lyubim,RU,58.3625,40.6843,31.24,86,100,5.7,overcast clouds
629,Seminole,US,28.7086,-81.2081,75.97,88,20,5.75,few clouds
630,Kosh-Agach,RU,50.0,88.6667,26.2,38,3,2.75,clear sky
631,Karratha,AU,-20.7377,116.8463,86.22,59,59,4.83,broken clouds
632,Lagos,NG,6.5833,3.75,79.66,83,97,2.68,overcast clouds
633,Svetlyy,RU,54.675,20.1347,39.25,82,28,14.83,scattered clouds
634,Maitum,PH,6.0392,124.4986,82.45,71,71,1.83,broken clouds
635,Loa Janan,ID,-0.583,117.095,75.11,98,100,2.15,moderate rain
636,Nsanje,MW,-16.92,35.262,73.62,97,1,2.98,clear sky
637,Yar-Sale,RU,66.8333,70.8333,14.92,88,100,7.14,overcast clouds
638,Denpasar,ID,-8.65,115.2167,82.06,88,20,2.3,few clouds
639,Pacific Grove,US,36.6177,-121.9166,65.55,71,0,9.22,clear sky
640,Padang,ID,-0.9492,100.3543,77.05,80,100,2.46,overcast clouds
641,Anloga,GH,5.7947,0.8973,82.08,81,40,10.78,light rain
642,Lom Sak,TH,16.7798,101.2422,83.01,77,7,0.0,clear sky
643,Zilair,RU,52.2332,57.4392,39.47,92,94,11.68,overcast clouds
644,Jinxiang,CN,27.4327,120.6062,59.05,62,99,14.92,overcast clouds
645,Sarahan,IN,31.5167,77.8,45.05,60,72,9.26,broken clouds
646,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,65.95,41,3,4.72,clear sky
647,Hualmay,PE,-11.0964,-77.6139,66.97,83,17,12.93,few clouds
648,Fort Saint James,CA,54.4333,-124.25,35.24,37,100,0.76,overcast clouds
649,Esso,RU,55.9333,158.7,22.55,69,82,3.13,broken clouds
650,Shieli,KZ,44.1667,66.75,66.65,25,93,6.89,overcast clouds
651,Quesnel,CA,52.9999,-122.5029,45.1,19,0,4.61,clear sky
652,Zhigansk,RU,66.7697,123.3711,6.24,91,55,12.37,broken clouds
653,Chokwe,MZ,-24.5333,32.9833,69.03,91,41,15.05,moderate rain
654,Rocha,UY,-34.4833,-54.3333,55.45,90,67,3.27,broken clouds
655,Wajid,SO,3.8093,43.2471,77.36,71,97,9.71,overcast clouds
656,Pryluky,UA,50.5932,32.3876,48.6,88,100,8.81,overcast clouds
657,Wanning,CN,18.8003,110.3967,77.54,84,95,8.72,overcast clouds
658,Susurluk,TR,39.9136,28.1578,53.83,76,11,2.19,few clouds
659,Tilichiki,RU,60.4667,166.1,26.74,80,93,7.47,overcast clouds
660,Ponferrada,ES,42.5466,-6.5962,58.21,71,6,1.99,clear sky
661,Sorong,ID,-0.8833,131.25,83.01,75,100,8.25,overcast clouds
662,Hay River,CA,60.8156,-115.7999,21.18,68,75,11.5,broken clouds
663,Lima Duarte,BR,-21.8425,-43.7931,58.5,92,83,3.27,broken clouds
664,Dumbea,NC,-22.15,166.45,82.36,99,55,7.31,broken clouds
665,Wajima,JP,37.4,136.9,50.68,76,75,8.05,broken clouds
666,Cam Ranh,VN,11.9214,109.1591,80.56,83,40,1.14,scattered clouds
667,Ballangen,NO,68.3428,16.8315,33.03,70,100,6.87,overcast clouds
668,Charleville-Mezieres,FR,49.7667,4.7167,50.77,90,97,6.53,overcast clouds
669,Najran,SA,17.4924,44.1277,74.05,47,0,6.69,clear sky
670,Touros,BR,-5.1989,-35.4608,80.29,81,29,9.89,scattered clouds
671,Lagoa,PT,39.05,-27.9833,59.02,71,100,12.39,overcast clouds
672,Stornoway,GB,58.2093,-6.3865,49.96,94,75,1.14,light rain
673,Tupancireta,BR,-29.0806,-53.8358,51.85,85,0,7.4,clear sky
674,San Carlos,VE,9.6612,-68.5827,82.96,56,86,3.06,overcast clouds
675,Coahuayana,MX,18.7333,-103.6833,81.88,56,98,5.23,overcast clouds
676,Nelson Bay,AU,-32.7167,152.15,73.09,74,95,1.99,overcast clouds
677,Zaoyang,CN,32.1272,112.7542,49.91,75,100,10.42,overcast clouds
678,Eyrarbakki,IS,63.863,-21.1481,46.45,79,93,29.89,overcast clouds
679,Raudeberg,NO,61.9875,5.1352,45.86,74,82,10.76,broken clouds
680,Pop,UZ,40.8736,71.1089,63.09,30,6,4.36,clear sky
681,Muyezerskiy,RU,63.9333,31.65,22.57,97,16,2.59,few clouds
682,Mulchen,CL,-37.7167,-72.2333,55.94,60,1,4.83,clear sky
683,Green River,US,41.5286,-109.4662,47.19,45,34,14.0,scattered clouds
684,Marienburg,PL,54.0359,19.0266,40.12,89,57,13.0,broken clouds
685,Porbandar,IN,21.6422,69.6093,79.57,73,0,9.26,clear sky
686,Takestan,IR,36.0696,49.6959,39.63,67,43,9.24,scattered clouds
687,Svay Rieng,KH,11.0879,105.7993,82.92,74,95,9.15,overcast clouds
688,Merrill,US,45.1805,-89.6835,30.97,56,100,13.8,overcast clouds
689,Bubaque,GW,11.2833,-15.8333,74.68,72,6,18.92,clear sky
690,Anadyr,RU,64.75,177.4833,34.3,74,75,24.61,light snow
691,Chifeng,CN,42.2683,118.9636,50.09,16,0,15.17,clear sky
692,Rawlins,US,41.7911,-107.2387,44.49,36,0,31.07,clear sky
693,Jiangyou,CN,31.7667,104.7167,49.53,81,100,2.1,overcast clouds
694,Puhja,EE,58.3419,26.3147,35.64,91,34,7.96,scattered clouds
695,Fortuna,US,40.5982,-124.1573,48.09,76,100,2.8,moderate rain
696,Ialibu,PG,-6.2821,143.9935,65.08,78,99,2.59,heavy intensity rain
